name,url,code,code_link,code_nav,has_children
Держатели душевой лейки,/category/derzhateli-dushevoj-lejki-6959,derzhateli-dushevoj-lejki-6959,derzhateli-dushevoj-lejki-6959Link,derzhateli-dushevoj-lejki-6959NavNode,False
Лейки для душа,/category/lejki-dlja-dusha-6963,lejki-dlja-dusha-6963,dushevye-lejki-6963Link,dushevye-lejki-6963NavNode,False
Шланги для душа,/category/shlangi-dlja-dusha-6965,shlangi-dlja-dusha-6965,shlangi-dlja-dusha-6965Link,shlangi-dlja-dusha-6965NavNode,False
Душевые гарнитуры,/category/dushevye-garnitury-9737,dushevye-garnitury-9737,dushevye-garnitury-9737Link,dushevye-garnitury-9737NavNode,False
Душевые системы,/category/dushevye-sistemy-6954,dushevye-sistemy-6954,dushevye-sistemy-6954Link,dushevye-sistemy-6954NavNode,False
Душевые ограждения,/category/dushevye-ograzhdenija-9696,dushevye-ograzhdenija-9696,dushevye-ugolki-i-dveri-9696Link,dushevye-ugolki-i-dveri-9696NavNode,False
Душевые кабины,/category/dushevye-kabiny-6956,dushevye-kabiny-6956,dushevye-kabiny-6956Link,dushevye-kabiny-6956NavNode,False
Ванны и комплектующие,/category/vanny-i-komplektujushhie-7038,vanny-i-komplektujushhie-7038,vanny-7038Link,vanny-7038NavNode,True
Бордюрные ленты,/category/bordjurnye-lenty-5231,bordjurnye-lenty-5231,bordjurnaja-lenta-5231Link,bordjurnaja-lenta-5231NavNode,False
Каркасы и ножки для ванн,/category/karkasy-i-nozhki-dlja-vann-7041,karkasy-i-nozhki-dlja-vann-7041,karkasy-dlja-vanny-7041Link,karkasy-dlja-vanny-7041NavNode,False
Экраны для ванн,/category/ekrany-dlja-vann-7048,ekrany-dlja-vann-7048,ekrany-dlja-vanny-7048Link,ekrany-dlja-vanny-7048NavNode,False
Мебель для ванной,/category/mebel-dlja-vannoj-9005,mebel-dlja-vannoj-9005,mebel-dlja-vannoj-9005Link,mebel-dlja-vannoj-9005NavNode,True
Пеналы и шкафы для ванной,/category/penaly-i-shkafy-dlja-vannoj-4791,penaly-i-shkafy-dlja-vannoj-4791,penaly-i-shkafy-dlja-vannoj-4791Link,penaly-i-shkafy-dlja-vannoj-4791NavNode,False
Зеркала для ванной,/category/zerkala-dlja-vannoj-7334,zerkala-dlja-vannoj-7334,zerkala-dlja-vannoj-7334Link,zerkala-dlja-vannoj-7334NavNode,False
Тумбы для ванной,/category/tumby-dlja-vannoj-6974,tumby-dlja-vannoj-6974,tumby-dlja-vannoj-6974Link,tumby-dlja-vannoj-6974NavNode,False
Кухонные мойки и комплектующие,/category/kuhonnye-mojki-i-komplektuyushchie-187015,kuhonnye-mojki-i-komplektuyushchie-187015,cmsitem_00474006,cmsitem_00474008,True
Кухонные мойки,/category/kuhonnye-mojki-6970,kuhonnye-mojki-6970,kuhonnye-mojki-6970Link,kuhonnye-mojki-6970NavNode,False
Раковины и комплектующие,/category/rakoviny-i-komplektujushhie-187001,rakoviny-i-komplektujushhie-187001,cmsitem_00474003,cmsitem_00474005,True
Пьедесталы,/category/pedestaly-6975,pedestaly-6975,pedestaly-6975Link,pedestaly-6975NavNode,False
Раковины,/category/rakoviny-6982,rakoviny-6982,rakoviny-6982Link,rakoviny-6982NavNode,False
Инсталляции,/category/installjatsii-9451,installjatsii-9451,installjatsii-9451Link,installjatsii-9451NavNode,True
Кнопки смыва,/category/knopki-smyva-9452,knopki-smyva-9452,klavishi-smyva-9452Link,klavishi-smyva-9452NavNode,False
Унитазы с инсталляцией,/category/unitazy-s-installjatsiej-9652,unitazy-s-installjatsiej-9652,unitazy-s-installjatsiej-9652Link,unitazy-s-installjatsiej-9652NavNode,False
Инсталляции для унитазов,/category/installjatsii-dlja-unitazov-6986,installjatsii-dlja-unitazov-6986,installjatsii-dlja-unitazov-6986Link,installjatsii-dlja-unitazov-6986NavNode,False
Полотенцесушители и комплектующие,/category/polotentsesushiteli-6944,polotentsesushiteli-6944,polotentsesushiteli-6944Link,polotentsesushiteli-6944NavNode,True
Комплектующие для полотенцесушителей,/category/komplektujushhie-dlja-polotencesushitelej-6950,komplektujushhie-dlja-polotencesushitelej-6950,ugolki-dlja-polotentsesushitelja-6950Link,ugolki-dlja-polotentsesushitelja-6950NavNode,False
Полотенцесушители,/category/polotentsesushiteli-40084,polotentsesushiteli-40084,pr-l3-polotentsesushiteliLink,pr-l3-polotentsesushiteliNavNode,False
Шланги и подводки для воды,/category/shlangi-i-podvodki-dlja-vody-188001,shlangi-i-podvodki-dlja-vody-188001,cmsitem_00479000,cmsitem_00479002,True
Гибкие подводки,/category/gibkie-podvodki-7050,gibkie-podvodki-7050,gibkaja-podvodka-dlja-vody-7050Link,gibkaja-podvodka-dlja-vody-7050NavNode,False
Комплектующие для бытовой техники,/category/komplektuiushchie-dlia-bytovoj-tehniki-40078,komplektuiushchie-dlia-bytovoj-tehniki-40078,cmsitem_00044003,cmsitem_00044005,False
Шланги для бытовой техники,/category/shlangi-dlja-bytovoj-tehniki-4853,shlangi-dlja-bytovoj-tehniki-4853,shlang-dlja-stiralnoj-mashiny-4853Link,shlang-dlja-stiralnoj-mashiny-4853NavNode,False
Унитазы и комплектующие,/category/unitazy-i-komplektujushhie-187000,unitazy-i-komplektujushhie-187000,cmsitem_00474000,cmsitem_00474002,True
Манжеты и гофры для унитаза,/category/manzhety-i-gofry-dlja-unitaza-6999,manzhety-i-gofry-dlja-unitaza-6999,manzhety-dlja-unitaza-6999Link,manzhety-dlja-unitaza-6999NavNode,False
Сливная арматура для унитаза,/category/slivnaja-armatura-dlja-unitaza-6912,slivnaja-armatura-dlja-unitaza-6912,armatura-dlja-bachka-6912Link,armatura-dlja-bachka-6912NavNode,False
Сиденья для унитаза,/category/sidenja-dlja-unitaza-7010,sidenja-dlja-unitaza-7010,sidenja-7010Link,sidenja-7010NavNode,False
Чаши,/category/chashi-7002,chashi-7002,chashi-7002Link,chashi-7002NavNode,False
Унитазы,/category/unitazy-7000,unitazy-7000,unitazy-7000Link,unitazy-7000NavNode,False
Системы слива,/category/sistemy-sliva-9003,sistemy-sliva-9003,sifony-i-gofry-9003Link,sifony-i-gofry-9003NavNode,True
Трапы и душевые лотки,/category/trapy-i-dushevye-lotki-13546,trapy-i-dushevye-lotki-13546,trapy-i-drenazhnye-kanaly-dlja-dusha-13546Link,trapy-i-drenazhnye-kanaly-dlja-dusha-13546NavNode,False
Комплектующие для сифонов,/category/komplektujushhie-dlja-sifonov-7035,komplektujushhie-dlja-sifonov-7035,gofra-dlja-rakoviny-7035Link,gofra-dlja-rakoviny-7035NavNode,False
Сифоны,/category/sifony-7020,sifony-7020,sifony-dlja-rakoviny-7020Link,sifony-dlja-rakoviny-7020NavNode,False
Смесители,/category/smesiteli-8976,smesiteli-8976,smesiteli-8976Link,smesiteli-8976NavNode,True
Комплектующие для смесителей,/category/komplektujushhie-dlja-smesitelej-7024,komplektujushhie-dlja-smesitelej-7024,kartridzhi-7024Link,kartridzhi-7024NavNode,False
Гигиенический душ,/category/gigienicheskij-dush-9653,gigienicheskij-dush-9653,gigienicheskij-dush-9653Link,gigienicheskij-dush-9653NavNode,False
Смесители для душа,/category/smesiteli-dlja-dusha-8985,smesiteli-dlja-dusha-8985,smesiteli-dlja-dusha-8985Link,smesiteli-dlja-dusha-8985NavNode,False
Смесители для раковины,/category/smesiteli-dlja-rakoviny-8982,smesiteli-dlja-rakoviny-8982,smesiteli-dlja-rakoviny-8982Link,smesiteli-dlja-rakoviny-8982NavNode,False
Смесители для ванны,/category/smesiteli-dlja-vanny-8984,smesiteli-dlja-vanny-8984,smesiteli-dlja-vanny-8984Link,smesiteli-dlja-vanny-8984NavNode,False
Смесители для кухни,/category/smesiteli-dlja-kuhni-8983,smesiteli-dlja-kuhni-8983,smesiteli-dlja-kuhni-8983Link,smesiteli-dlja-kuhni-8983NavNode,False
Водоснабжение и отопление,/category/vodosnabzhenie-i-otoplenie-6528,vodosnabzhenie-i-otoplenie-6528,vodosnabzhenie-i-kanalizatsija-6528Link,vodosnabzhenie-i-kanalizatsija-6528NavNode,True
Вода дистиллированная,/category/voda-distillirovannaja-13726,voda-distillirovannaja-13726,voda-distillirovannaja-13726Link,voda-distillirovannaja-13726NavNode,False
Теплоноситель,/category/teplonositel-7321,teplonositel-7321,teplonositel-7321Link,teplonositel-7321NavNode,False
Коллекторы и гидравлические разветвители,/category/kollektory-i-gidravlicheskie-razvetviteli-7167,kollektory-i-gidravlicheskie-razvetviteli-7167,kollektory-i-gidravlicheskie-razvetviteli-7167Link,kollektory-i-gidravlicheskie-razvetviteli-7167NavNode,True
Шкаф коллекторный,/category/shkaf-kollektornyj-7172,shkaf-kollektornyj-7172,shkaf-kollektornyj-7172Link,shkaf-kollektornyj-7172NavNode,False
Гидравлический разделитель,/category/gidravlicheskij-razdelitel-7175,gidravlicheskij-razdelitel-7175,gidravlicheskij-razdelitel-7175Link,gidravlicheskij-razdelitel-7175NavNode,False
Коллекторная группа,/category/kollektornaja-gruppa-7169,kollektornaja-gruppa-7169,kollektornaja-gruppa-7169Link,kollektornaja-gruppa-7169NavNode,False
Газовое оборудование,/category/gazovoe-oborudovanie-7363,gazovoe-oborudovanie-7363,gazovoe-oborudovanie-7363Link,gazovoe-oborudovanie-7363NavNode,True
Краны шаровые для газа,/category/krany-sharovye-dlja-gaza-8664,krany-sharovye-dlja-gaza-8664,kran-sharovyj-dlja-gaza-8664Link,kran-sharovyj-dlja-gaza-8664NavNode,False
Комплектующие для газового оборудования,/category/komplektuyushchie-dlya-gazovogo-oborudovaniya-6786,komplektuyushchie-dlya-gazovogo-oborudovaniya-6786,cmsitem_00412053,cmsitem_00412055,False
Газовые редукторы под сжиженный газ,/category/gazovye-reduktory-pod-szhizhennyj-gaz-7368,gazovye-reduktory-pod-szhizhennyj-gaz-7368,gazovye-reduktory-pod-szhizhennyj-gaz-7368Link,gazovye-reduktory-pod-szhizhennyj-gaz-7368NavNode,False
Подводки для газа,/category/podvodki-dlja-gaza-7051,podvodki-dlja-gaza-7051,gibkaja-podvodka-dlja-gaza-7051Link,gibkaja-podvodka-dlja-gaza-7051NavNode,False
Баки,/category/baki-8919,baki-8919,baki-dlja-sistem-otoplenija-8919Link,baki-dlja-sistem-otoplenija-8919NavNode,True
Комплектующие для баков,/category/komplektuyushchie-dlya-bakov-6582,komplektuyushchie-dlya-bakov-6582,kreplenie-dlja-rasshiritelnogo-baka-6582Link,kreplenie-dlja-rasshiritelnogo-baka-6582NavNode,False
Расширительный мембранный бак,/category/rasshiritelnyj-membrannyj-bak-6588,rasshiritelnyj-membrannyj-bak-6588,rasshiritelnyj-membrannyj-bak-6588Link,rasshiritelnyj-membrannyj-bak-6588NavNode,False
Гидроаккумулятор,/category/gidroakkumuljator-6586,gidroakkumuljator-6586,gidroakkumuljator-6586Link,gidroakkumuljator-6586NavNode,False
Дымоходы,/category/dymohody-10979,dymohody-10979,dymohody-10979Link,dymohody-10979NavNode,True
Коаксиальные дымоходы,/category/koaksialnye-dymohody-7263,koaksialnye-dymohody-7263,komplekt-dymohoda-koaksialnyj-7263Link,komplekt-dymohoda-koaksialnyj-7263NavNode,False
Обогреватели,/category/obogrevateli-7791,obogrevateli-7791,teplovoe-oborudovanie-7791Link,teplovoe-oborudovanie-7791NavNode,True
Комплектующие для обогревателей,/category/komplektuyushchie-dlya-obogrevateley-11066,komplektuyushchie-dlya-obogrevateley-11066,blok-upravlenija-elektricheskogo-konvektora-11066Link,blok-upravlenija-elektricheskogo-konvektora-11066NavNode,False
Конвекторы,/category/konvektory-7245,konvektory-7245,konvektory-7245Link,konvektory-7245NavNode,False
Масляные радиаторы,/category/masljanye-radiatory-7225,masljanye-radiatory-7225,masljanye-radiatory-7225Link,masljanye-radiatory-7225NavNode,False
Тепловые завесы,/category/teplovye-zavesy-7305,teplovye-zavesy-7305,elektricheskaja-zavesa-7305Link,elektricheskaja-zavesa-7305NavNode,False
Инфракрасные обогреватели,/category/infrakrasnye-obogrevateli-7242,infrakrasnye-obogrevateli-7242,obogrevatel-infrakrasnyj-7242Link,obogrevatel-infrakrasnyj-7242NavNode,False
Газовые пушки,/category/gazovye-pushki-8025,gazovye-pushki-8025,gazovye-pushki-8025Link,gazovye-pushki-8025NavNode,False
Дизельные пушки,/category/dizelnye-pushki-8252,dizelnye-pushki-8252,dizelnye-pushki-8252Link,dizelnye-pushki-8252NavNode,False
Электрические пушки,/category/elektricheskie-pushki-8251,elektricheskie-pushki-8251,elektricheskie-pushki-8251Link,elektricheskie-pushki-8251NavNode,False
Электрические тепловентиляторы,/category/elektricheskie-teploventiljatory-7304,elektricheskie-teploventiljatory-7304,elektricheskie-teploventiljatory-7304Link,elektricheskie-teploventiljatory-7304NavNode,False
Измерительные приборы,/category/kontrolnye-i-izmeritelnye-pribory-7336,kontrolnye-i-izmeritelnye-pribory-7336,kontrolnye-i-izmeritelnye-pribory-7336Link,cmsitem_00429001,True
Комплектующие для измерительных приборов,/category/komplektuyushchie-dlya-izmeritelnykh-priborov-7379,komplektuyushchie-dlya-izmeritelnykh-priborov-7379,komplekt-rezbovyh-soedinenij-7379Link,komplekt-rezbovyh-soedinenij-7379NavNode,False
Счетчик воды,/category/schetchik-vody-7361,schetchik-vody-7361,schetchik-vody-7361Link,schetchik-vody-7361NavNode,False
Манометры и термометры,/category/manometry-i-termometry-7354,manometry-i-termometry-7354,manometr-7354Link,manometr-7354NavNode,False
Системы фильтрации воды,/category/sistemy-filtracii-vody-6540,sistemy-filtracii-vody-6540,filtry-i-vodopodgotovka-6540Link,filtry-i-vodopodgotovka-6540NavNode,True
Комплектующие для систем фильтрации,/category/komplektujushhie-dlja-sistem-filtracii-6552,komplektujushhie-dlja-sistem-filtracii-6552,komplekt-shurupov-dlja-kreplenija-kronshtejnov-k-filtram-6552Link,komplekt-shurupov-dlja-kreplenija-kronshtejnov-k-filtram-6552NavNode,False
Реагенты и засыпки для очистки воды,/category/reagenty-i-zasypki-dlya-ochistki-vody-6564,reagenty-i-zasypki-dlya-ochistki-vody-6564,sol-tabletirovannaja-6564Link,sol-tabletirovannaja-6564NavNode,False
Картриджи для систем фильтрации,/category/kartridzhi-dlja-sistem-filtracii-6556,kartridzhi-dlja-sistem-filtracii-6556,kartridzhi-dlja-filtrov-6556Link,kartridzhi-dlja-filtrov-6556NavNode,False
Фильтры для питьевой воды,/category/filtry-dlja-pitevoj-vody-6555,filtry-dlja-pitevoj-vody-6555,filtr-pod-mojku-6555Link,filtr-pod-mojku-6555NavNode,False
Фильтры грубой очистки,/category/filtry-gruboj-ochistki-6542,filtry-gruboj-ochistki-6542,cmsitem_00361026,cmsitem_00361028,False
Фильтры магистральные,/category/filtry-magistralnye-6543,filtry-magistralnye-6543,filtr-magistralnyj-kolbovyj-6543Link,filtr-magistralnyj-kolbovyj-6543NavNode,False
Изоляция для труб,/category/izoljacija-dlja-trub-91001,izoljacija-dlja-trub-91001,cmsitem_00279005,cmsitem_00279007,True
Ленты для трубной изоляции,/category/lenty-dlja-trubnoj-izoljatsii-9751,lenty-dlja-trubnoj-izoljatsii-9751,lenty-dlja-trubnoj-izoljatsii-9751Link,lenty-dlja-trubnoj-izoljatsii-9751NavNode,False
Теплоизоляция для труб,/category/teploizoljacija-dlja-trub-5533,teploizoljacija-dlja-trub-5533,tehnicheskaja-teploizoljatsija-5533Link,tehnicheskaja-teploizoljatsija-5533NavNode,False
Средства герметизации,/category/sredstva-germetizatsii-7200,sredstva-germetizatsii-7200,sredstva-germetizatsii-7200Link,sredstva-germetizatsii-7200NavNode,True
Уплотнители,/category/uplotniteli-7201,uplotniteli-7201,germetiki-dlja-trub-7201Link,germetiki-dlja-trub-7201NavNode,False
Прокладки,/category/prokladki-7341,prokladki-7341,prokladka-7341Link,prokladka-7341NavNode,False
Канализационные трубы и фитинги,/category/kanalizatsionnye-truby-i-fitingi-6822,kanalizatsionnye-truby-i-fitingi-6822,kanalizatsionnye-truby-i-fitingi-6822Link,kanalizatsionnye-truby-i-fitingi-6822NavNode,True
Инструменты для прочистки канализации,/category/instrumenty-dlja-prochistki-kanalizacii-6258,instrumenty-dlja-prochistki-kanalizacii-6258,tros-santehnicheskij-6258Link,tros-santehnicheskij-6258NavNode,False
Комплектующие для канализации,/category/komplektujushhie-dlja-kanalizatsii-8816,komplektujushhie-dlja-kanalizatsii-8816,manzheta-dlja-kanalizatsii-8816Link,manzheta-dlja-kanalizatsii-8816NavNode,False
Канализационные фитинги,/category/kanalizacionnye-fitingi-8815,kanalizacionnye-fitingi-8815,kanalizatsionnye-pp-otvody-8815Link,kanalizatsionnye-pp-otvody-8815NavNode,False
Канализационные трубы,/category/kanalizatsionnye-pp-truby-8831,kanalizatsionnye-pp-truby-8831,kanalizatsionnye-pp-truby-8831Link,kanalizatsionnye-pp-truby-8831NavNode,False
Запорная арматура,/category/zapornaja-i-regulirujuschaja-armatura-6877,zapornaja-i-regulirujuschaja-armatura-6877,zapornaja-i-regulirujuschaja-armatura-6877Link,zapornaja-i-regulirujuschaja-armatura-6877NavNode,True
Комплектующие для запорной арматуры,/category/komplektujuschie-dlja-zapornoj-armatury-7356,komplektujuschie-dlja-zapornoj-armatury-7356,kran-trehhodovoj-pod-manometr-7356Link,kran-trehhodovoj-pod-manometr-7356NavNode,False
Система защиты от потопа,/category/sistema-zaschity-ot-potopa-6936,sistema-zaschity-ot-potopa-6936,sistema-zaschity-ot-potopa-6936Link,sistema-zaschity-ot-potopa-6936NavNode,False
Редуктор давления,/category/reduktor-davlenija-6940,reduktor-davlenija-6940,reduktor-davlenija-6940Link,reduktor-davlenija-6940NavNode,False
Клапаны,/category/klapany-9460,klapany-9460,balansirovochnyj-klapan-9460Link,balansirovochnyj-klapan-9460NavNode,False
Узел насосно-смесительный,/category/uzel-nasosno-smesitelnyj-6880,uzel-nasosno-smesitelnyj-6880,uzel-nasosno-smesitelnyj-6880Link,uzel-nasosno-smesitelnyj-6880NavNode,False
Латунные вентили,/category/latunnye-ventili-8727,latunnye-ventili-8727,latunnye-ventili-8727Link,latunnye-ventili-8727NavNode,False
Коллекторы для водоснабжения,/category/kollektory-dlja-vodosnabzhenija-6895,kollektory-dlja-vodosnabzhenija-6895,kollektor-6895Link,kollektor-6895NavNode,False
Шаровые краны,/category/sharovye-krany-8683,sharovye-krany-8683,sharovye-krany-8683Link,sharovye-krany-8683NavNode,True
Кран шаровый для ПНД,/category/kran-sharovyj-dlja-pnd-8672,kran-sharovyj-dlja-pnd-8672,kran-sharovyj-kompressionnyj-8672Link,kran-sharovyj-kompressionnyj-8672NavNode,False
Кран шаровый стальной,/category/kran-sharovyj-stalnoj-8662,kran-sharovyj-stalnoj-8662,kran-sharovyj-stalnoj-8662Link,kran-sharovyj-stalnoj-8662NavNode,False
Кран шаровый для полипропилена,/category/kran-sharovyj-dlja-polipropilena-7100,kran-sharovyj-dlja-polipropilena-7100,kran-sharovyj-polipropilenovyj-7100Link,kran-sharovyj-polipropilenovyj-7100NavNode,False
Кран шаровый латунный,/category/kran-sharovyj-latunnyj-8663,kran-sharovyj-latunnyj-8663,kran-sharovyj-latunnyj-8663Link,kran-sharovyj-latunnyj-8663NavNode,False
Инструмент для монтажа труб,/category/instrument-dlja-montazha-trub-212000,instrument-dlja-montazha-trub-212000,cmsitem_00520001,cmsitem_00520003,True
Калибраторы,/category/kalibratory-6259,kalibratory-6259,mp-kalibrator-6259Link,mp-kalibrator-6259NavNode,False
Труборезы,/category/truborezy-6263,truborezy-6263,cmsitem_00520007,cmsitem_00520009,False
Пресс инструмент,/category/press-instrument-ruchnoj-6261,press-instrument-ruchnoj-6261,cmsitem_00520010,cmsitem_00520012,False
Насадки для сварки полипропиленовых труб,/category/nasadki-dlja-svarki-polipropilenovyh-trub-6091,nasadki-dlja-svarki-polipropilenovyh-trub-6091,nasadka-dlja-svarki-polipropilenovyh-trub-6091Link,nasadka-dlja-svarki-polipropilenovyh-trub-6091NavNode,False
Аппараты сварочные для полипропиленовых труб,/category/apparaty-svarochnye-dlja-polipropilenovyh-trub-6087,apparaty-svarochnye-dlja-polipropilenovyh-trub-6087,cmsitem_00520004,cmsitem_00520006,False
Котлы,/category/kotly-7865,kotly-7865,kotly-7865Link,kotly-7865NavNode,True
Комплектующие для котлов,/category/komplektuyushchie-dlya-kotlov-6670,komplektuyushchie-dlya-kotlov-6670,komplektujuschie-dlja-kotlov-7868Link,komplektujuschie-dlja-kotlov-7868NavNode,False
Запчасти для котлов,/category/zapchasti-dlja-kotlov-8248,zapchasti-dlja-kotlov-8248,zapchasti-dlja-kotlov-8248Link,zapchasti-dlja-kotlov-8248NavNode,False
Котлы электрические,/category/kotly-elektricheskie-7293,kotly-elektricheskie-7293,kotly-elektricheskie-7293Link,kotly-elektricheskie-7293NavNode,False
Котлы газовые,/category/kotly-gazovye-7290,kotly-gazovye-7290,kotly-gazovye-7290Link,kotly-gazovye-7290NavNode,False
Радиаторы отопления,/category/radiatory-otoplenija-7787,radiatory-otoplenija-7787,radiatory-i-konvektory-7787Link,radiatory-i-konvektory-7787NavNode,True
Теплоноситель,/category/teplonositel-7321,teplonositel-7321,VisitSAPLink,cmsitem_00417006,False
Комплектующие для радиаторов,/category/komplektuyushchie-dlya-radiatorov-6620,komplektuyushchie-dlya-radiatorov-6620,komplektujuschie-dlja-radiatorov-7884Link,komplektujuschie-dlja-radiatorov-7884NavNode,False
Масляные радиаторы,/category/masljanye-radiatory-7225,masljanye-radiatory-7225,UpdateEmailLink,cmsitem_00417004,False
Стальные радиаторы,/category/stalnye-radiatory-7226,stalnye-radiatory-7226,stalnye-radiatory-7226Link,stalnye-radiatory-7226NavNode,False
Алюминиевые радиаторы,/category/aljuminievye-radiatory-7223,aljuminievye-radiatory-7223,aljuminievye-radiatory-7223Link,aljuminievye-radiatory-7223NavNode,False
Биметаллические радиаторы,/category/bimetallicheskie-radiatory-7224,bimetallicheskie-radiatory-7224,bimetallicheskie-radiatory-7224Link,bimetallicheskie-radiatory-7224NavNode,False
Греющие кабели,/category/grejushhie-kabeli-5949,grejushhie-kabeli-5949,samoregulirujuschijsja-grejuschij-kabel-5949Link,samoregulirujuschijsja-grejuschij-kabel-5949NavNode,False
Теплый пол,/category/teplyj-pol-7790,teplyj-pol-7790,teplyj-pol-7790Link,teplyj-pol-7790NavNode,True
Комплектующие для теплого пола,/category/komplektuyushchie-dlya-teplogo-pola-8739,komplektuyushchie-dlya-teplogo-pola-8739,komplektujuschie-dlja-teplogo-pola-7983Link,komplektujuschie-dlja-teplogo-pola-7983NavNode,False
Терморегуляторы,/category/termoreguljatory-9784,termoreguljatory-9784,termoreguljatory-9784Link,termoreguljatory-9784NavNode,False
Нагревательные маты,/category/nagrevatelnye-maty-5943,nagrevatelnye-maty-5943,nagrevatelnye-maty-5943Link,nagrevatelnye-maty-5943NavNode,False
Нагревательные кабели,/category/nagrevatelnye-kabeli-5942,nagrevatelnye-kabeli-5942,nagrevatelnye-kabeli-5942Link,nagrevatelnye-kabeli-5942NavNode,False
Пленочный теплый пол,/category/plenochnyj-teplyj-pol-5941,plenochnyj-teplyj-pol-5941,plenochnyj-teplyj-pol-5941Link,plenochnyj-teplyj-pol-5941NavNode,False
Насосное оборудование,/category/nasosy-i-nasosnye-stantsii-8534,nasosy-i-nasosnye-stantsii-8534,nasosy-i-nasosnye-stantsii-8534Link,nasosy-i-nasosnye-stantsii-8534NavNode,True
Запчасти для насосов,/category/zapchasti-dlja-nasosov-6767,zapchasti-dlja-nasosov-6767,shtutser-5-vyvodnoj-6767Link,shtutser-5-vyvodnoj-6767NavNode,False
Комплектующие для насосов,/category/komplektujuschie-dlja-nasosov-6765,komplektujuschie-dlja-nasosov-6765,rele-davlenija-6765Link,rele-davlenija-6765NavNode,False
Мотопомпы,/category/motopompy-6022,motopompy-6022,motopompy-6022Link,motopompy-6022NavNode,False
Канализационные насосные установки,/category/kanalizatsionnye-nasosnye-ustanovki-6814,kanalizatsionnye-nasosnye-ustanovki-6814,kanalizatsionnye-nasosnye-ustanovki-6814Link,kanalizatsionnye-nasosnye-ustanovki-6814NavNode,False
Станции автоматического водоснабжения,/category/stantsii-avtomaticheskogo-vodosnabzhenija-8853,stantsii-avtomaticheskogo-vodosnabzhenija-8853,stantsii-avtomaticheskogo-vodosnabzhenija-8853Link,stantsii-avtomaticheskogo-vodosnabzhenija-8853NavNode,False
Промышленные насосы,/category/promyshlennye-nasosy-6812,promyshlennye-nasosy-6812,promyshlennye-nasosy-6812Link,promyshlennye-nasosy-6812NavNode,False
Вибрационные насосы,/category/vibratsionnye-nasosy-6804,vibratsionnye-nasosy-6804,vibratsionnye-nasosy-6804Link,vibratsionnye-nasosy-6804NavNode,False
Скважинные насосы,/category/skvazhinnye-nasosy-6803,skvazhinnye-nasosy-6803,skvazhinnye-nasosy-6803Link,skvazhinnye-nasosy-6803NavNode,False
Самовсасывающие насосы,/category/samovsasyvajuschie-nasosy-4664,samovsasyvajuschie-nasosy-4664,samovsasyvajuschie-nasosy-4664Link,samovsasyvajuschie-nasosy-4664NavNode,False
Дренажные насосы,/category/drenazhnye-nasosy-4665,drenazhnye-nasosy-4665,drenazhnye-nasosy-4665Link,drenazhnye-nasosy-4665NavNode,False
Циркуляционные насосы,/category/tsirkuljatsionnye-nasosy-6808,tsirkuljatsionnye-nasosy-6808,tsirkuljatsionnye-nasosy-6808Link,tsirkuljatsionnye-nasosy-6808NavNode,False
Водонагреватели,/category/vodonagrevateli-7786,vodonagrevateli-7786,vodonagrevateli-7786Link,vodonagrevateli-7786NavNode,True
Крепление для водонагревателя,/category/krepezh-santehnicheskij-6995,krepezh-santehnicheskij-6995,kreplenie-dlja-vodonagrevatelja-6699Link,cmsitem_00016001,False
Расходные материалы для водонагревателей,/category/raskhodnye-materialy-dlya-vodonagrevateley-8521,raskhodnye-materialy-dlya-vodonagrevateley-8521,zapchasti-dlja-vodonagrevatelja-8521Link,zapchasti-dlja-vodonagrevatelja-8521NavNode,False
Накопительный электрический водонагреватель,/category/nakopitelnyj-elektricheskij-vodonagrevatel-7300,nakopitelnyj-elektricheskij-vodonagrevatel-7300,nakopitelnyj-elektricheskij-vodonagrevatel-7300Link,nakopitelnyj-elektricheskij-vodonagrevatel-7300NavNode,False
Проточный электрический водонагреватель,/category/protochnyj-elektricheskij-vodonagrevatel-7301,protochnyj-elektricheskij-vodonagrevatel-7301,protochnyj-elektricheskij-vodonagrevatel-7301Link,protochnyj-elektricheskij-vodonagrevatel-7301NavNode,False
Трубы и фитинги,/category/truby-i-fitingi-7691,truby-i-fitingi-7691,truby-i-fitingi-7691Link,truby-i-fitingi-7691NavNode,True
Крепеж для монтажа труб,/category/krepezh-dlja-montazha-trub-8608,krepezh-dlja-montazha-trub-8608,kreplenija-dlja-trub-8608Link,kreplenija-dlja-trub-8608NavNode,False
Фитинги резьбовые,/category/fitingi-rezbovye-8622,fitingi-rezbovye-8622,rezbovye-fitingi-8622Link,rezbovye-fitingi-8622NavNode,False
Фитинги для стальных труб,/category/fitingi-dlja-stalnyh-trub-6871,fitingi-dlja-stalnyh-trub-6871,stalnye-fitingi-6871Link,stalnye-fitingi-6871NavNode,False
Фитинги для ПНД труб,/category/fitingi-dlja-pnd-trub-7113,fitingi-dlja-pnd-trub-7113,mufty-dlja-pnd-trub-7113Link,mufty-dlja-pnd-trub-7113NavNode,False
Фитинги для труб из сшитого полиэтилена,/category/fitingi-dlya-trub-iz-sshitogo-polietilena-8607,fitingi-dlya-trub-iz-sshitogo-polietilena-8607,mufty-dlja-trub-iz-pex-8607Link,mufty-dlja-trub-iz-pex-8607NavNode,False
