name,url,code,code_link,code_nav,has_children
Фитинги для металлопластиковых труб,/category/fitingi-dlja-metalloplastikovyh-trub-8617,fitingi-dlja-metalloplastikovyh-trub-8617,mufty-dlja-mp-trub-8617Link,mufty-dlja-mp-trub-8617NavNode,False
Фитинги для полипропиленовых труб,/category/fitingi-dlja-polipropilenovyh-trub-7099,fitingi-dlja-polipropilenovyh-trub-7099,polipropilenovye-mufty-7099Link,polipropilenovye-mufty-7099NavNode,False
Гофрированные трубы для водоснабжения,/category/gofrirovannye-truby-dlja-vodosnabzhenija-7149,gofrirovannye-truby-dlja-vodosnabzhenija-7149,gofrirovannye-truby-dlja-vodosnabzhenija-7149Link,gofrirovannye-truby-dlja-vodosnabzhenija-7149NavNode,False
Стальные трубы,/category/stalnye-truby-7137,stalnye-truby-7137,truby-vgp-7137Link,truby-vgp-7137NavNode,False
ПНД трубы,/category/pnd-truby-7112,pnd-truby-7112,pnd-truby-7112Link,pnd-truby-7112NavNode,False
Трубы из сшитого полиэтилена,/category/truby-iz-sshitogo-polijetilena-7075,truby-iz-sshitogo-polijetilena-7075,truby-iz-sshitogo-polietilena-7075Link,truby-iz-sshitogo-polietilena-7075NavNode,False
Металлопластиковые трубы,/category/metalloplastikovye-truby-7156,metalloplastikovye-truby-7156,metalloplastikovye-truby-7156Link,metalloplastikovye-truby-7156NavNode,False
Полипропиленовые трубы,/category/polipropilenovye-truby-7090,polipropilenovye-truby-7090,polipropilenovye-truby-7090Link,polipropilenovye-truby-7090NavNode,False
Электрика и освещение,/category/elektrika-i-osveschenie-5824,elektrika-i-osveschenie-5824,elektrika-i-osveschenie-5824Link,elektrika-i-osveschenie-5824NavNode,True
Звонки,/category/zvonki-5862,zvonki-5862,zvonki-provodnye-5862Link,zvonki-provodnye-5862NavNode,False
Инструменты,/category/instrumenty-9235,instrumenty-9235,cmsitem_00025005,cmsitem_00025007,True
Электромонтажный инструмент,/category/jelektromontazhnyj-instrument-6131,jelektromontazhnyj-instrument-6131,instrumenty-dlja-snjatija-izoljatsii-6131Link,instrumenty-dlja-snjatija-izoljatsii-6131NavNode,False
Отвертки диэлектрические,/category/otvertki-dielektricheskie-9577,otvertki-dielektricheskie-9577,cmsitem_00083181,cmsitem_00083183,False
Отвертки индикаторные,/category/otvertki-indikatornye-14380,otvertki-indikatornye-14380,cmsitem_00083184,cmsitem_00083186,False
Устройства электропитания,/category/ustrojstva-jelektropitanija-8142,ustrojstva-jelektropitanija-8142,batarejki-i-akkumuljatory-8142Link,batarejki-i-akkumuljatory-8142NavNode,True
Аккумуляторы,/category/akkumuljatory-5827,akkumuljatory-5827,akkumuljatornye-batarejki-5827Link,akkumuljatornye-batarejki-5827NavNode,False
Батарейки,/category/batarejki-5826,batarejki-5826,batarejki-5826Link,batarejki-5826NavNode,False
Зарядные устройства ,/category/zarjadnye-ustrojstva-6217,zarjadnye-ustrojstva-6217,akkumuljatory-i-zarjadnye-ustrojstva-8004Link,cmsitem_00025001,False
Системы безопасности,/category/sistemy-bezopasnosti-40051,sistemy-bezopasnosti-40051,cmsitem_00050000,cmsitem_00050002,True
Датчики безопасности,/category/datchiki-bezopasnosti-40082,datchiki-bezopasnosti-40082,cmsitem_00050006,cmsitem_00210000,False
Фотореле,/category/fotorele-14635,fotorele-14635,cmsitem_00116003,cmsitem_00116005,False
Датчики движения,/category/datchiki-dvizheniya-40059,datchiki-dvizheniya-40059,cmsitem_00025002,cmsitem_00025004,False
Стабилизаторы напряжения,/category/stabilizatory-naprjazhenija-5907,stabilizatory-naprjazhenija-5907,stabilizatory-naprjazhenija-5907Link,stabilizatory-naprjazhenija-5907NavNode,False
Умный дом,/category/umniy-dom-62010,umniy-dom-62010,cmsitem_00210001,cmsitem_00210003,False
Электрощитовое оборудование,/category/elektroshchitovoye-oborudovaniye-5897,elektroshchitovoye-oborudovaniye-5897,avtomaty-zaschity-i-uzo-5897Link,avtomaty-zaschity-i-uzo-5897NavNode,True
Щиты распределительные,/category/schity-raspredelitelnye-5924,schity-raspredelitelnye-5924,schity-raspredelitelnye-5924Link,cmsitem_00095011,False
"Шины, Din-рейки",/category/shiny-din-rejki-5933,shiny-din-rejki-5933,cmsitem_00095005,cmsitem_00095007,False
Счетчики электроэнергии,/category/schetchiki-elektroenergii-5838,schetchiki-elektroenergii-5838,schetchiki-elektroenergii-5838Link,cmsitem_00095004,False
Автоматы защиты,/category/avtomaty-zashchity-5899,avtomaty-zashchity-5899,avtomaticheskie-vykljuchateli-5899Link,cmsitem_00095000,False
Розетки и выключатели,/category/rozetki-i-vykljuchateli-8128,rozetki-i-vykljuchateli-8128,rozetki-i-vykljuchateli-8128Link,rozetki-i-vykljuchateli-8128NavNode,True
Подрозетники,/category/podrozetniki-5847,podrozetniki-5847,korobki-ustanovochnye-podrozetniki-5847Link,korobki-ustanovochnye-podrozetniki-5847NavNode,False
Диммеры,/category/dimmery-104001,dimmery-104001,cmsitem_00322009,cmsitem_00322011,False
Выключатели,/category/vykljuchateli-5842,vykljuchateli-5842,vykljuchateli-5842Link,vykljuchateli-5842NavNode,False
Рамки,/category/ramki-5844,ramki-5844,ramki-5844Link,ramki-5844NavNode,False
Розетки,/category/rozetki-5843,rozetki-5843,rozetki-5843Link,rozetki-5843NavNode,False
"Сетевые удлинители, тройники",/category/setevye-udliniteli-trojniki-9703,setevye-udliniteli-trojniki-9703,udliniteli-i-setevye-filtry-9703Link,udliniteli-i-setevye-filtry-9703NavNode,True
"Удлинители, сетевые фильтры",/category/udliniteli-setevye-filtry-5955,udliniteli-setevye-filtry-5955,udliniteli-setevye-5955Link,udliniteli-setevye-5955NavNode,False
Силовые вилки и розетки,/category/silovye-vilki-i-rozetki-5849,silovye-vilki-i-rozetki-5849,vilki-5849Link,vilki-5849NavNode,False
"Разветвители, тройники",/category/razvetviteli-trojniki-8132,razvetviteli-trojniki-8132,trojniki-perehodniki-8132Link,trojniki-perehodniki-8132NavNode,False
Кабеленесущие системы,/category/kabelenesushhie-sistemy-5909,kabelenesushhie-sistemy-5909,kabel-kanaly-5909Link,kabel-kanaly-5909NavNode,True
Кабельные лотки и комплектующие,/category/kabelnye-lotki-i-komplektuyushchie-108002,kabelnye-lotki-i-komplektuyushchie-108002,cmsitem_00331000,cmsitem_00331002,False
Комплектующие для труб,/category/komplektujushhie-dlja-trub-40030,komplektujushhie-dlja-trub-40030,cmsitem_00079003,cmsitem_00079005,False
Гофры и трубы для кабеля,/category/gofry-i-truby-dlja-kabelja-7993,gofry-i-truby-dlja-kabelja-7993,truby-gofrirovannye-dlja-kabelja-7993Link,truby-gofrirovannye-dlja-kabelja-7993NavNode,False
Коробки распределительные,/category/korobki-raspredelitelnye-5918,korobki-raspredelitelnye-5918,korobki-raspredelitelnye-5918Link,korobki-raspredelitelnye-5918NavNode,False
Кабель-каналы и комплектующие,/category/kabel-kanaly-i-komplektujushhie-5910,kabel-kanaly-i-komplektujushhie-5910,kabel-kanaly-5910Link,kabel-kanaly-5910NavNode,False
Освещение,/category/osveschenie-5967,osveschenie-5967,lampy-5967Link,lampy-5967NavNode,True
Аксессуары для светодиодных лент,/category/aksessuary-dlja-svetodiodnyh-lent-11759,aksessuary-dlja-svetodiodnyh-lent-11759,aksessuary-dlja-svetodiodnyh-lent-11759Link,cmsitem_00305005,False
Светодиодные ленты ,/category/svetodiodnye-lenty-8096,svetodiodnye-lenty-8096,svetodiodnye-lenty-8096Link,cmsitem_00305004,False
Фонари,/category/fonari-5970,fonari-5970,fonari-5970Link,cmsitem_00100008,False
Патроны для ламп,/category/patrony-dlya-lamp-5854,patrony-dlya-lamp-5854,cmsitem_00100000,cmsitem_00100002,False
Прожекторы,/category/prozhektory-5988,prozhektory-5988,prozhektory-5988Link,cmsitem_00100005,False
Светильники,/category/svetilniki-8123,svetilniki-8123,cmsitem_00113000,cmsitem_00113002,False
Лампы,/category/lampy-8114,lampy-8114,lampy-nakalivanija-8114Link,lampy-nakalivanija-8114NavNode,False
Изделия для электромонтажа,/category/izdelija-dlja-jelektromontazha-11769,izdelija-dlja-jelektromontazha-11769,klemmy-szhimy-soediniteli-11769Link,klemmy-szhimy-soediniteli-11769NavNode,True
Трубки термоусадочные,/category/trubki-termousadochnye-8194,trubki-termousadochnye-8194,trubki-termousadochnye-8194Link,trubki-termousadochnye-8194NavNode,False
Изоленты,/category/izolenty-5887,izolenty-5887,izolenty-5887Link,izolenty-5887NavNode,False
Сжимы ответвительные,/category/szhimy-otvetvitelnye-5889,szhimy-otvetvitelnye-5889,szhimy-otvetvitelnye-5889Link,szhimy-otvetvitelnye-5889NavNode,False
Наконечники для проводов,/category/nakonechniki-dlja-provodov-5895,nakonechniki-dlja-provodov-5895,nakonechniki-dlja-provodov-5895Link,nakonechniki-dlja-provodov-5895NavNode,False
"Клеммники, соединители",/category/klemmniki-soediniteli-5892,klemmniki-soediniteli-5892,klemmniki-5892Link,klemmniki-5892NavNode,False
Кабели и провода,/category/kabeli-i-provoda-9229,kabeli-i-provoda-9229,kabeli-i-provoda-9229Link,kabeli-i-provoda-9229NavNode,True
Разъемы и коннекторы,/category/razemy-konnektory-5850,razemy-konnektory-5850,cmsitem_00093000,cmsitem_00093002,False
Крепеж для кабеля,/category/krepezh-dlya-kabelya-40048,krepezh-dlya-kabelya-40048,cmsitem_00091000,cmsitem_00091002,False
Кабели,/category/kabeli-5877,kabeli-5877,kabeli-silovye-5877Link,kabeli-silovye-5877NavNode,False
Напольные покрытия,/category/napolnye-pokrytija-5448,napolnye-pokrytija-5448,napolnye-pokrytija-5448Link,napolnye-pokrytija-5448NavNode,True
Материалы для укладки напольных покрытий,/category/materialy-dlja-ukladki-napolnyh-pokrytij-9486,materialy-dlja-ukladki-napolnyh-pokrytij-9486,materialy-dlja-ukladki-napolnyh-pokrytij-9486Link,materialy-dlja-ukladki-napolnyh-pokrytij-9486NavNode,True
Ленты для напольных покрытий,/category/lenty-dlja-napolnyh-pokrytij-11682,lenty-dlja-napolnyh-pokrytij-11682,lenty-dlja-napolnyh-pokrytij-11682Link,lenty-dlja-napolnyh-pokrytij-11682NavNode,False
Шнуры для сварки линолеума,/category/shnury-dlja-svarki-linoleuma-5467,shnury-dlja-svarki-linoleuma-5467,vinilovye-niti-5467Link,vinilovye-niti-5467NavNode,False
Наборы для укладки ламината,/category/nabory-dlja-ukladki-laminata-5463,nabory-dlja-ukladki-laminata-5463,nabory-dlja-ukladki-laminata-5463Link,nabory-dlja-ukladki-laminata-5463NavNode,False
Средства для ухода за напольными покрытиями,/category/sredstva-dlja-uhoda-za-napolnymi-pokrytijami-5455,sredstva-dlja-uhoda-za-napolnymi-pokrytijami-5455,sredstva-dlja-uhoda-za-napolnymi-pokrytijami-5455Link,sredstva-dlja-uhoda-za-napolnymi-pokrytijami-5455NavNode,True
Воск для восстановления паркета и ламината,/category/vosk-dlja-vosstanovlenija-parketa-i-laminata-7391,vosk-dlja-vosstanovlenija-parketa-i-laminata-7391,vosk-dlja-vosstanovlenija-parketa-i-laminata-7391Link,vosk-dlja-vosstanovlenija-parketa-i-laminata-7391NavNode,False
Клей для напольных покрытий,/category/klej-dlja-napolnyh-pokrytij-5449,klej-dlja-napolnyh-pokrytij-5449,klej-dlja-napolnyh-pokrytij-5449Link,klej-dlja-napolnyh-pokrytij-5449NavNode,True
Клей для напольных покрытий универсальный,/category/klej-dlja-napolnyh-pokrytij-universalnyj-5450,klej-dlja-napolnyh-pokrytij-universalnyj-5450,klej-dlja-napolnyh-pokrytij-universalnyj-5450Link,klej-dlja-napolnyh-pokrytij-universalnyj-5450NavNode,False
Клей фиксатор,/category/klej-fiksator-11502,klej-fiksator-11502,klej-fiksator-11502Link,klej-fiksator-11502NavNode,False
Клей для резиновых и каучуковых покрытий,/category/klej-dlja-rezinovyh-i-kauchukovyh-pokrytij-11503,klej-dlja-rezinovyh-i-kauchukovyh-pokrytij-11503,klej-dlja-rezinovyh-i-kauchukovyh-pokrytij-11503Link,klej-dlja-rezinovyh-i-kauchukovyh-pokrytij-11503NavNode,False
Клей для плитки ПВХ,/category/klej-dlya-plitki-pvh-13594,klej-dlya-plitki-pvh-13594,cmsitem_00006009,cmsitem_00006011,False
Клей для паркета,/category/klej-dlja-parketa-11499,klej-dlja-parketa-11499,klej-dlja-parketa-11499Link,klej-dlja-parketa-11499NavNode,False
Клей для стыков линолеума,/category/klej-dlja-stykov-linoleuma-5451,klej-dlja-stykov-linoleuma-5451,klej-dlja-stykov-linoleuma-5451Link,klej-dlja-stykov-linoleuma-5451NavNode,False
Клей для линолеума,/category/klej-dlya-linoleuma-40019,klej-dlya-linoleuma-40019,cmsitem_00006006,cmsitem_00006008,False
Плинтусы и комплектующие,/category/plintusy-i-komplektujuschie-5488,plintusy-i-komplektujuschie-5488,plintusy-i-komplektujuschie-5488Link,plintusy-i-komplektujuschie-5488NavNode,True
Соединители для плинтусов,/category/soediniteli-dlja-plintusov-7798,soediniteli-dlja-plintusov-7798,soediniteli-dlja-plintusov-7798Link,soediniteli-dlja-plintusov-7798NavNode,False
Заглушки для плинтусов,/category/zaglushki-dlja-plintusov-5336,zaglushki-dlja-plintusov-5336,zaglushki-dlja-plintusov-5336Link,zaglushki-dlja-plintusov-5336NavNode,False
Углы для плинтусов,/category/ugly-dlja-plintusov-5491,ugly-dlja-plintusov-5491,ugly-dlja-plintusov-5491Link,ugly-dlja-plintusov-5491NavNode,False
Порожки,/category/porozhki-7915,porozhki-7915,porozhki-7915Link,porozhki-7915NavNode,False
Плинтусы,/category/plintusy-5489,plintusy-5489,plintusy-5489Link,plintusy-5489NavNode,False
Подложки,/category/podlozhki-5462,podlozhki-5462,podlozhki-5462Link,podlozhki-5462NavNode,False
Трава искусственная,/category/trava-iskusstvennaja-4893,trava-iskusstvennaja-4893,trava-iskusstvennaja-4893Link,trava-iskusstvennaja-4893NavNode,False
Грязезащита,/category/grjazezaschita-5481,grjazezaschita-5481,grjazezaschita-5481Link,grjazezaschita-5481NavNode,True
Модульные грязезащитные покрытия,/category/modulnye-grjazezaschitnye-pokrytija-5484,modulnye-grjazezaschitnye-pokrytija-5484,modulnye-grjazezaschitnye-pokrytija-5484Link,modulnye-grjazezaschitnye-pokrytija-5484NavNode,False
Резиновые коврики,/category/rezinovye-kovriki-7913,rezinovye-kovriki-7913,rezinovye-kovriki-7913Link,rezinovye-kovriki-7913NavNode,False
Влаговпитывающие дорожки,/category/vlagovpityvajuschie-dorozhki-5487,vlagovpityvajuschie-dorozhki-5487,vlagovpityvajuschie-dorozhki-5487Link,vlagovpityvajuschie-dorozhki-5487NavNode,False
Ковровые покрытия,/category/kovrovye-pokrytija-7800,kovrovye-pokrytija-7800,kovrovye-pokrytija-7800Link,kovrovye-pokrytija-7800NavNode,True
Ковролин,/category/kovrolin-5472,kovrolin-5472,kovrolin-5472Link,kovrolin-5472NavNode,False
Паркетная доска,/category/parketnaja-doska-7388,parketnaja-doska-7388,parketnaja-doska-7388Link,parketnaja-doska-7388NavNode,False
Плитка ПВХ,/category/plitka-pvh-5470,plitka-pvh-5470,plitka-pvh-5470Link,plitka-pvh-5470NavNode,False
Ламинат,/category/laminat-5461,laminat-5461,laminat-5461Link,laminat-5461NavNode,False
Линолеум,/category/linoleum-5466,linoleum-5466,linoleum-5466Link,linoleum-5466NavNode,False
Чистовая отделка,/category/chistovaja-otdelka-5288,chistovaja-otdelka-5288,vnutrennjaja-otdelka-5288Link,vnutrennjaja-otdelka-5288NavNode,True
Двери и комплектующие,/category/dveri-i-komplektujuschie-8057,dveri-i-komplektujuschie-8057,dveri-i-komplektujuschie-8057Link,dveri-i-komplektujuschie-8057NavNode,True
Фурнитура для дверей,/category/furnitura-dlja-dverej-8059,furnitura-dlja-dverej-8059,furnitura-dlja-dverej-8059Link,furnitura-dlja-dverej-8059NavNode,True
Бирки для ключей,/category/birki-dlja-kljuchej-5421,birki-dlja-kljuchej-5421,birki-dlja-kljuchej-5421Link,birki-dlja-kljuchej-5421NavNode,False
Цифра дверная,/category/tsifra-dvernaja-5407,tsifra-dvernaja-5407,tsifra-dvernaja-5407Link,tsifra-dvernaja-5407NavNode,False
Дверные ограничители,/category/dvernye-ogranichiteli-5406,dvernye-ogranichiteli-5406,dvernye-ogranichiteli-5406Link,dvernye-ogranichiteli-5406NavNode,False
Доводчики,/category/dovodchiki-5405,dovodchiki-5405,dovodchik-dvernoj-5405Link,dovodchik-dvernoj-5405NavNode,False
Проушины,/category/proushiny-5410,proushiny-5410,proushiny-dlja-zamkov-5410Link,proushiny-dlja-zamkov-5410NavNode,False
Шпингалеты и крючки,/category/shpingalety-i-krjuchki-5409,shpingalety-i-krjuchki-5409,shpingalety-5409Link,shpingalety-5409NavNode,False
Личинки,/category/lichinki-5430,lichinki-5430,lichinka-5430Link,lichinka-5430NavNode,False
Замки,/category/zamki-8951,zamki-8951,zamki-8951Link,zamki-8951NavNode,False
Петли дверные,/category/petli-dvernye-5416,petli-dvernye-5416,petli-dvernye-5416Link,petli-dvernye-5416NavNode,False
Дверные ручки,/category/dvernye-ruchki-5436,dvernye-ruchki-5436,ruchka-dlja-mezhkomnatnoj-dveri-5436Link,ruchka-dlja-mezhkomnatnoj-dveri-5436NavNode,False
Карнизы и комплектующие,/category/karnizy-i-komplektuyushchie-7609,karnizy-i-komplektuyushchie-7609,karniz-potolochnyj-dlja-shtor-7609Link,karniz-potolochnyj-dlja-shtor-7609NavNode,False
Окна и подоконники,/category/okna-i-podokonniki-5145,okna-i-podokonniki-5145,okna-i-podokonniki-5145Link,okna-i-podokonniki-5145NavNode,True
Уплотнители для окон и дверей,/category/uplotniteli-dlja-okon-i-dverej-5153,uplotniteli-dlja-okon-i-dverej-5153,uplotniteli-5153Link,uplotniteli-5153NavNode,False
Оконная фурнитура,/category/okonnaja-furnitura-11889,okonnaja-furnitura-11889,okonnaja-furnitura-11889Link,okonnaja-furnitura-11889NavNode,False
Сэндвич-панели,/category/sendvich-paneli-10949,sendvich-paneli-10949,sendvich-paneli-10949Link,sendvich-paneli-10949NavNode,False
Подоконники,/category/podokonniki-5152,podokonniki-5152,podokonniki-5152Link,podokonniki-5152NavNode,False
Потолочные системы,/category/potolochnye-sistemy-5492,potolochnye-sistemy-5492,potolochnye-sistemy-5492Link,potolochnye-sistemy-5492NavNode,True
Декор потолка,/category/dekor-potolka-9779,dekor-potolka-9779,moldingi-9779Link,moldingi-9779NavNode,False
Звукоизоляция потолка,/category/zvukoizoljatsija-5603,zvukoizoljatsija-5603,cmsitem_00007000,cmsitem_00007002,True
Акустический гипсокартон,/category/akusticheskij-gipsokarton-8973,akusticheskij-gipsokarton-8973,akusticheskij-gipsokarton-8973Link,cmsitem_00007014,False
Вибродемпфирующие маты,/category/vibrodempfirujuschie-maty-8280,vibrodempfirujuschie-maty-8280,vibrodempfirujuschie-maty-8280Link,cmsitem_00007012,False
Звукоизоляционные мембраны,/category/zvukoizoljatsionnye-membrany-8227,zvukoizoljatsionnye-membrany-8227,zvukoizoljatsionnye-membrany-8227Link,cmsitem_00007010,False
Шумопоглощающие плиты,/category/shumopogloschajuschie-plity-7494,shumopogloschajuschie-plity-7494,shumopogloschajuschie-plity-7494Link,cmsitem_00007008,False
Звукоизоляционные панели,/category/zvukoizoljatsionnye-paneli-5604,zvukoizoljatsionnye-paneli-5604,cmsitem_00007003,cmsitem_00007005,False
Плинтусы потолочные,/category/plintusy-potolochnye-5344,plintusy-potolochnye-5344,plintusy-potolochnye-5344Link,plintusy-potolochnye-5344NavNode,False
Потолки кассетные,/category/potolki-kassetnye-9777,potolki-kassetnye-9777,potolki-kassetnye-9777Link,potolki-kassetnye-9777NavNode,False
Потолки реечные,/category/potolki-reechnye-5499,potolki-reechnye-5499,potolki-reechnye-5499Link,potolki-reechnye-5499NavNode,True
Шины,/category/shiny-5500,shiny-5500,shiny-5500Link,shiny-5500NavNode,False
Рейки потолочные,/category/rejki-potolochnye-5501,rejki-potolochnye-5501,rejki-potolochnye-5501Link,rejki-potolochnye-5501NavNode,False
Панели потолочные,/category/paneli-potolochnye-5508,paneli-potolochnye-5508,paneli-potolochnye-5508Link,paneli-potolochnye-5508NavNode,False
Подвесная система,/category/podvesnaja-sistema-5510,podvesnaja-sistema-5510,podvesnaja-sistema-5510Link,podvesnaja-sistema-5510NavNode,False
Обои и холсты,/category/oboi-i-holsty-5345,oboi-i-holsty-5345,oboi-i-holsty-5345Link,oboi-i-holsty-5345NavNode,True
Клей для обоев,/category/klej-dlja-oboev-5347,klej-dlja-oboev-5347,klej-dlja-oboev-5347Link,klej-dlja-oboev-5347NavNode,False
Холст флизелиновый,/category/holst-flizelinovyj-7561,holst-flizelinovyj-7561,holst-flizelinovyj-7561Link,holst-flizelinovyj-7561NavNode,False
Стеклохолст малярный,/category/stekloholst-maljarnyj-5351,stekloholst-maljarnyj-5351,stekloholst-maljarnyj-5351Link,stekloholst-maljarnyj-5351NavNode,False
Стеклообои,/category/steklooboi-9750,steklooboi-9750,steklooboi-9750Link,steklooboi-9750NavNode,False
Обои,/category/oboi-5346,oboi-5346,oboi-5346Link,oboi-5346NavNode,False
Искусственный камень,/category/iskusstvennyj-kamen-5299,iskusstvennyj-kamen-5299,iskusstvennyj-kamen-5299Link,iskusstvennyj-kamen-5299NavNode,False
Плитка и керамогранит,/category/plitka-i-keramogranit-5297,plitka-i-keramogranit-5297,plitka-i-keramogranit-5297Link,plitka-i-keramogranit-5297NavNode,True
Профили для плитки,/category/profili-dlja-plitki-5307,profili-dlja-plitki-5307,profili-dlja-plitki-5307Link,profili-dlja-plitki-5307NavNode,False
Системы выравнивания плитки,/category/sistemy-vyravnivanija-plitki-5310,sistemy-vyravnivanija-plitki-5310,sistemy-vyravnivanija-plitki-5310Link,sistemy-vyravnivanija-plitki-5310NavNode,False
Крестики для плитки,/category/krestiki-dlja-plitki-5308,krestiki-dlja-plitki-5308,krestiki-dlja-plitki-5308Link,krestiki-dlja-plitki-5308NavNode,False
Затирки для плитки,/category/zatirki-dlja-plitki-5586,zatirki-dlja-plitki-5586,cmsitem_00391034,cmsitem_00391036,False
Плитка керамическая,/category/plitka-keramicheskaja-5301,plitka-keramicheskaja-5301,plitka-keramicheskaja-5301Link,plitka-keramicheskaja-5301NavNode,False
Керамогранит,/category/keramogranit-5316,keramogranit-5316,keramogranit-5316Link,keramogranit-5316NavNode,False
Панели стеновые,/category/paneli-stenovye-5514,paneli-stenovye-5514,paneli-stenovye-5514Link,paneli-stenovye-5514NavNode,True
Комплектующие для панелей,/category/komplektujuschie-dlja-panelej-10952,komplektujuschie-dlja-panelej-10952,komplektujuschie-dlja-panelej-pvh-10952Link,komplektujuschie-dlja-panelej-pvh-10952NavNode,False
Вагонка ПВХ,/category/vagonka-pvh-5780,vagonka-pvh-5780,vagonka-pvh-5780Link,vagonka-pvh-5780NavNode,False
Панели ПВХ ,/category/paneli-pvh-75002,paneli-pvh-75002,cmsitem_00046002,cmsitem_00046004,False
Панели МДФ,/category/paneli-mdf-9042,paneli-mdf-9042,cmsitem_00046005,cmsitem_00046007,False
Декоративные покрытия,/category/dekorativnye-pokrytija-8548,dekorativnye-pokrytija-8548,cmsitem_00270066,cmsitem_00270068,False
"Пены, герметики, клей",/category/peny-germetiki-klej-7618,peny-germetiki-klej-7618,peny-germetiki-klej-7618Link,peny-germetiki-klej-7618NavNode,True
Пистолеты,/category/pistolety-6157,pistolety-6157,pistolety-dlja-montazhnoj-peny-6157Link,cmsitem_00579019,False
Очистители пен и герметиков,/category/ochistiteli-peny-i-germetikov-5355,ochistiteli-peny-i-germetikov-5355,ochistitel-montazhnoj-peny-5355Link,cmsitem_00579015,False
Клей,/category/klej-145000,klej-145000,cmsitem_00391000,cmsitem_00579014,True
Жидкий пластик,/category/zhidkij-plastik-7649,zhidkij-plastik-7649,zhidkij-plastik-7649Link,zhidkij-plastik-7649NavNode,False
Мастика,/category/mastika-5104,mastika-5104,mastika-5104Link,mastika-5104NavNode,False
Клей для потолочных плит,/category/klej-dlja-potolochnyh-plit-5497,klej-dlja-potolochnyh-plit-5497,klej-dlja-potolochnyh-plit-5497Link,klej-dlja-potolochnyh-plit-5497NavNode,False
Клей жидкие гвозди,/category/klej-zhidkie-gvozdi-5361,klej-zhidkie-gvozdi-5361,klej-zhidkie-gvozdi-5361Link,klej-zhidkie-gvozdi-5361NavNode,False
Клей универсальный,/category/klej-universalnyj-5363,klej-universalnyj-5363,klej-universalnyj-5363Link,klej-universalnyj-5363NavNode,False
Клей ПВА,/category/klej-pva-143003,klej-pva-143003,cmsitem_00389025,cmsitem_00389027,False
Герметики,/category/germetiki-5356,germetiki-5356,germetiki-5356Link,cmsitem_00579013,False
Пена,/category/pena-145003,pena-145003,cmsitem_00391003,cmsitem_00579010,True
Клей-пена,/category/klej-pena-145005,klej-pena-145005,cmsitem_00391006,cmsitem_00391008,False
Пена монтажная,/category/pena-montazhnaja-5354,pena-montazhnaja-5354,pena-montazhnaja-5354Link,pena-montazhnaja-5354NavNode,False
Лакокрасочные материалы,/category/lakokrasochnye-materialy-5352,lakokrasochnye-materialy-5352,lakokrasochnye-materialy-5352Link,lakokrasochnye-materialy-5352NavNode,True
Эмаль аэрозольная,/category/emal-aerozolnaja-9637,emal-aerozolnaja-9637,emal-aerozolnaja-9637Link,emal-aerozolnaja-9637NavNode,False
Колер,/category/koler-5390,koler-5390,koler-5390Link,koler-5390NavNode,False
Лак,/category/lak-7653,lak-7653,lak-7653Link,lak-7653NavNode,False
Грунт по дереву и металлу,/category/grunt-po-derevu-i-metallu-9691,grunt-po-derevu-i-metallu-9691,grunt-po-derevu-i-metallu-9691Link,grunt-po-derevu-i-metallu-9691NavNode,False
Пропитки и защитные составы,/category/propitki-i-zaschitnye-sostavy-9522,propitki-i-zaschitnye-sostavy-9522,propitki-i-zaschitnye-sostavy-9522Link,propitki-i-zaschitnye-sostavy-9522NavNode,True
Масло по дереву,/category/maslo-po-derevu-5374,maslo-po-derevu-5374,maslo-po-derevu-5374Link,maslo-po-derevu-5374NavNode,False
Морилка,/category/morilka-100001,morilka-100001,cmsitem_00301021,cmsitem_00301023,False
Олифа,/category/olifa-5377,olifa-5377,olifa-5377Link,olifa-5377NavNode,False
Пропитка декоративно-защитная для дерева,/category/propitka-dekorativno-zaschitnaja-dlja-dereva-5372,propitka-dekorativno-zaschitnaja-dlja-dereva-5372,propitka-dekorativno-zaschitnaja-dlja-dereva-5372Link,propitka-dekorativno-zaschitnaja-dlja-dereva-5372NavNode,False
Пропитка защитная для дерева,/category/propitka-zaschitnaja-dlja-dereva-5373,propitka-zaschitnaja-dlja-dereva-5373,propitka-zaschitnaja-dlja-dereva-5373Link,propitka-zaschitnaja-dlja-dereva-5373NavNode,False
Очистители,/category/ochistiteli-5378,ochistiteli-5378,ochistitel-fasadov-5378Link,ochistitel-fasadov-5378NavNode,False
Растворители,/category/rastvoriteli-7651,rastvoriteli-7651,rastvoritel-ochistitel-7651Link,rastvoritel-ochistitel-7651NavNode,False
Эмаль,/category/emal-5389,emal-5389,emal-5389Link,emal-5389NavNode,False
Краска,/category/kraska-5386,kraska-5386,kraska-5386Link,kraska-5386NavNode,False
Метизы и крепеж,/category/metizy-i-krepezh-5674,metizy-i-krepezh-5674,metizy-i-krepezh-5674Link,metizy-i-krepezh-5674NavNode,True
Крепеж для теплоизоляции,/category/krepezh-dlja-teploizoljacii-5747,krepezh-dlja-teploizoljacii-5747,djubel-dlja-teploizoljatsii-5747Link,djubel-dlja-teploizoljatsii-5747NavNode,False
Мебельная фурнитура,/category/mebelnaja-furnitura-8950,mebelnaja-furnitura-8950,mebelnaja-furnitura-8950Link,mebelnaja-furnitura-8950NavNode,True
